idx,wav_file,text,duration,mean_speech_prob,dbfs,shard,row_index
475,pl_00475_filtered-train-00017-of-00082_r1953.wav,being um the first time we taking the Practical aspect even though we are now preparing for the final day I think it's very interesting and then I will encourage that this will continue so I got to realize that it's not be voting,13.760000228881836,0.9038000106811523,-25.25,filtered-train-00017-of-00082.parquet,1953
476,pl_00476_filtered-train-00017-of-00082_r1958.wav,all right so you there once the EC the Electoral commission is ready the whole country is ready this has been just 10 18 this is how we wrap up we've had six months or over six months where we've spoke into first time voters on the pertinent issues that will influence,14.479999542236328,0.9818000197410583,-25.940000534057617,filtered-train-00017-of-00082.parquet,1958
477,pl_00477_filtered-train-00017-of-00082_r1966.wav,to push the election to a round of and as you can see the trend he himself in 2004 again was was present with just 1.96% of the total valid vote cast you're talking about the introduction of Paa Kwesi Nduom whom after Edward mahama has,14.920000076293945,0.9369000196456909,-22.940000534057617,filtered-train-00017-of-00082.parquet,1966
478,pl_00478_filtered-train-00017-of-00082_r1967.wav,had the second highest uh you know um as a third force in our in our presidential race about 1.3% of the total valid vote cast and you see his dwindling from 2008,12.279999732971191,0.9106000065803528,-23.139999389648438,filtered-train-00017-of-00082.parquet,1967
479,pl_00479_filtered-train-00017-of-00082_r1969.wav,kabina Andre popularly known as Goom he was able to get 0.85% of the total valid vote cast not really significant to push the election to a runoff but this year there is a different story in terms of the combined,13.5600004196167,0.9318000078201294,-22.5,filtered-train-00017-of-00082.parquet,1969
480,pl_00480_filtered-train-00017-of-00082_r1970.wav,"for why are we let's look at the next slide and talk about this year why combined forces are very very important we all saw how close the 2020 election was I think it was won by some at least about 500,000 votes right look at how",14.600000381469727,0.9472000002861023,-22.079999923706055,filtered-train-00017-of-00082.parquet,1970
481,pl_00481_filtered-train-00017-of-00082_r1972.wav,"the you know the (repeated filler sounds - no correction needed but should be edited out) what we call for the runoff election years 2000 okay just look at the combined third forces and how much they had 473,000 the total valid vote cast and that was enough to also push the election to a",13.880000114440918,0.9581000208854675,-22.299999237060547,filtered-train-00017-of-00082.parquet,1972
482,pl_00482_filtered-train-00017-of-00082_r1980.wav,would they be eating from who are they going to get more votes from in terms of the floating voters are they going to vote for you know the combined third forces Cheda is youthful Alan Shantin was also saying he's youthful I mean we know that this year's election have more,14.920000076293945,0.9502999782562256,-20.84000015258789,filtered-train-00017-of-00082.parquet,1980
483,pl_00483_filtered-train-00017-of-00082_r1985.wav,real figure terms it is huge and that would have added up to the NDC figures exactly now you you're going into this year's election with a breakaway from the NPP,12.4399995803833,0.9269999861717224,-20.90999984741211,filtered-train-00017-of-00082.parquet,1985
484,pl_00484_filtered-train-00017-of-00082_r1991.wav,election Ghana is bigger than all of us whoever emerges winner of the election should be accepted by all and supported it is not about war just do your campaign for victory the president has,12.520000457763672,0.8895999789237976,-16.809999465942383,filtered-train-00017-of-00082.parquet,1991
485,pl_00485_filtered-train-00017-of-00082_r2004.wav,Parliamentary makeup now largely sting towards that of the national Democratic Congress which many lawyers and legal brains believe could pave way for significant Godvernance reforms and constitutional reforms to start,13.920000076293945,0.9246000051498413,-20.049999237060547,filtered-train-00017-of-00082.parquet,2004
486,pl_00486_filtered-train-00017-of-00082_r2005.wav,initially uh from Parliament so we'll be digging into it hearing from the best legal brains that can hear from tonight and we'll of course subject that to parliamentarians and get their view on what might happen and where we're starting off in terms of the,14.199999809265137,0.9527999758720398,-19.899999618530273,filtered-train-00017-of-00082.parquet,2005
487,pl_00487_filtered-train-00017-of-00082_r2008.wav,Congress take a look at what it says quote they wish to establish a constitutional review implpaymentation committee to implpayment the recommendations that was initiated by the Constitutional review commission,13.319999694824219,0.9128999710083008,-19.34000015258789,filtered-train-00017-of-00082.parquet,2008
488,pl_00488_filtered-train-00017-of-00082_r2016.wav,member of the national the Council of State we also have the former Chief Justice Su Kuffourr joining us tonight and the first Deputy speaker Bernard A.O. who are all my guest for tonight on PM ExPresidents welcome I am blessed we'll see,12.960000038146973,0.9099000096321106,-21.170000076293945,filtered-train-00017-of-00082.parquet,2016
489,pl_00489_filtered-train-00017-of-00082_r2017.wav,you shortly hello there and thanks for staying with us here on the joy News Channel this is PM ExPresidents and what a day it has been of course the country witnessing the swearing in of the sixth Presidentident of the Fourth Republic but that's ancored on the broader,13.920000076293945,0.9083999991416931,-20.420000076293945,filtered-train-00017-of-00082.parquet,2017
490,pl_00490_filtered-train-00017-of-00082_r2020.wav,purpose right we have your thoughts on uh where we should start the change from but if you look at our sub region I mean speaking about West Africa last year wasn't too Godod for us a number of unconstitutional changes you look at the whole of Africa we seem to be the,14.399999618530273,0.9132999777793884,-20.639999389648438,filtered-train-00017-of-00082.parquet,2020
491,pl_00491_filtered-train-00017-of-00082_r2033.wav,very to to appoint but also that one needs to look at I'm not sure whether it's so much the fault of the Constitution or the enactments that,12.0,0.8608999848365784,-21.940000534057617,filtered-train-00017-of-00082.parquet,2033
492,pl_00492_filtered-train-00019-of-00082_r8.wav,system. The auditor general said 84% is recoverable. He should be able to tell us how he's going to recover and the recoveries for the previous years. But I think that hers must roll every now year in year out. We talk about these things,12.960000038146973,0.9415000081062317,-17.93000030517578,filtered-train-00019-of-00082.parquet,8
493,pl_00493_filtered-train-00019-of-00082_r22.wav,"opinion. When we say it has been qualified, it means um it is not the financial statement does not show a true and fair view of your operations which mean there are some material irregularities in the in the financial",13.199999809265137,0.9229999780654907,-17.989999771118164,filtered-train-00019-of-00082.parquet,22
494,pl_00494_filtered-train-00019-of-00082_r40.wav,and the effectiveness of uh Parliament itself as an institution hinges very strongly on the effectiveness of his committee particularly for the government Assurance uh committee very,13.520000457763672,0.9103999733924866,-23.969999313354492,filtered-train-00019-of-00082.parquet,40
495,pl_00495_filtered-train-00019-of-00082_r45.wav,thanks to professor danu and his team and all our colleagues who made various contribution and the Committees president mama is saying that I come to work on resetting four aspects of our,13.680000305175781,0.9017000198364258,-24.139999389648438,filtered-train-00019-of-00082.parquet,45
496,pl_00496_filtered-train-00019-of-00082_r48.wav,and coming down you have the cost of doing business being at its highest ever in our nation's history the cost of living worst crisis ever in our country's history you only can reset so,13.15999984741211,0.8704000115394592,-23.06999969482422,filtered-train-00019-of-00082.parquet,48
497,pl_00497_filtered-train-00019-of-00082_r50.wav,so that if working hours is from 8:30 a.m. to 4:30 p.m. you will have a shift where from 4:30 p.m. you have additional 8 hours and you can have 8 hours it's already happening I mean some companies,13.760000228881836,0.9326000213623047,-20.059999465942383,filtered-train-00019-of-00082.parquet,50
498,pl_00498_filtered-train-00019-of-00082_r69.wav,he has he has he has pushed and and help Implement at Le years M de if you are part of a government which is failing and you have honor you quit you don't wait and say that you want to fix your,14.600000381469727,0.9082000255584717,-21.0,filtered-train-00019-of-00082.parquet,69
499,pl_00499_filtered-train-00019-of-00082_r74.wav,been made to address our generational needs theirs was just to improve distribution how come that they are celebrating that they have taken a merit to Kumasi were they not the same people who condemn the am intervention of,12.800000190734863,0.8729000091552734,-23.34000015258789,filtered-train-00019-of-00082.parquet,74
500,pl_00500_filtered-train-00019-of-00082_r77.wav,facilitated rapid Economic Development particularly in Metropolitan District assemblies across the country many countries across the uh country world have come to learn uh Ghana's experience,14.239999771118164,0.8672000169754028,-22.950000762939453,filtered-train-00019-of-00082.parquet,77
501,pl_00501_filtered-train-00019-of-00082_r91.wav,termheal wayitermh some governance matermtermers I I justerm wayanterm and and I guess I speak for a loterm of Gans wayho are a biterm confused abouterm termhe promises termhaterm termhaterm termhey termhey are getermterming from botermh termhe NDC and termhe NPP and wayanterm some comforterm I mean wayhen you termalk abouterm termhe facterm termhaterm wayhen I come,14.479999542236328,0.9136000275611877,-25.010000228881836,filtered-train-00019-of-00082.parquet,91
502,pl_00502_filtered-train-00019-of-00082_r92.wav,you've been a youtermh leatermher of termhe N you untermherstermand termhe wayorkings of partermy and governmenterm noway wayhen your NDC Sissalays termhaterm I wayill employ noterm more termhan 60 minuterm Bia Sissalays 50 realistermically yes wayill termhis wayork so I mean relying on your experience in,14.84000015258789,0.9343000054359436,-24.110000610351562,filtered-train-00019-of-00082.parquet,92
503,pl_00503_filtered-train-00019-of-00082_r98.wav,presitermhenterm Mahama was pres years losterm power in 2016 a group was puterm in place I termhink Professor fanu if you remember a group was puterm in place you see and termhen Eltermon uh some of iterm you neetermhed constermitermutermional stermructermures again,14.520000457763672,0.9580000042915344,-20.479999542236328,filtered-train-00019-of-00082.parquet,98
504,pl_00504_filtered-train-00019-of-00082_r119.wav,private sector he's had an opportunity and then he says the same private sector let's say on the same private sector and you are you you are in Parliament you taking a strong position against you know government business that is seeking,14.0,0.8962000012397766,-25.18000030517578,filtered-train-00019-of-00082.parquet,119
505,pl_00505_filtered-train-00019-of-00082_r120.wav,one on each one justifying the contribution to employment contribution to GDP and then where were we citing the factory so even if you were to do an assessment of 1 d1f in tamale South I'm,12.5600004196167,0.8569999933242798,-24.110000610351562,filtered-train-00019-of-00082.parquet,120
506,pl_00506_filtered-train-00019-of-00082_r122.wav,in the Eastern Corridor through Yi to other partys of the country to campaign for president mama and if you our candidate I may be in new Ed to support our mp uh for the launch of his campaign,12.760000228881836,0.9071999788284302,-27.290000915527344,filtered-train-00019-of-00082.parquet,122
507,pl_00507_filtered-train-00019-of-00082_r124.wav,partyies shall present to the people of Ghana their are intended programs and activity to improve the quality of life of the Ghanaian this is the NDC Manifesto beyond the lunch we will carry it to our,13.039999961853027,0.9009000062942505,-25.860000610351562,filtered-train-00019-of-00082.parquet,124
508,pl_00508_filtered-train-00019-of-00082_r146.wav,"live broadcast on uh Joy News. You would want to stick and stay for that. But for now, we're having a conversation on water activities around water production sites and how uh there is cost and",14.319999694824219,0.8999999761581421,-19.489999771118164,filtered-train-00019-of-00082.parquet,146
509,pl_00509_filtered-train-00019-of-00082_r155.wav,"Is is and thanks for having me. It's a pleasure having you, sweetie. Yes, Mr. Mate, we've heard varied reports of what's really causing the water production issues. Some say sun, illegal mining activities, indefiniteness, but we",13.760000228881836,0.9144999980926514,-18.1299991607666,filtered-train-00019-of-00082.parquet,155
510,pl_00510_filtered-train-00019-of-00082_r159.wav,"communications at the Ghana Water Company Limited. What I wanted to sneak by him, sweetie, was that you know sometimes they talk about all these challenges in somewhat abstract terms. I was going to pin him on how much the",13.359999656677246,0.8910999894142151,-19.6200008392334,filtered-train-00019-of-00082.parquet,159
511,pl_00511_filtered-train-00019-of-00082_r161.wav,"media starts going going then some action is unfortunately but we'll get him into the studio at some point. I mean another related matter, I wanted to know how much more money it's costing them to produce water now with that 115",12.239999771118164,0.9901999831199646,-17.309999465942383,filtered-train-00019-of-00082.parquet,161
512,pl_00512_filtered-train-00019-of-00082_r178.wav,"Shouldn't they be pursuing it now rather than wait until Tuesday? Well, that's why I think we are speculating. Is there any evidence to the effect that Yoko or the security personnel are holding off on this legal",14.399999618530273,0.8569999933242798,-18.139999389648438,filtered-train-00019-of-00082.parquet,178
513,pl_00513_filtered-train-00019-of-00082_r190.wav,Ben uh for our viewers both on Joy News and Joy Prime the decongestion exercise has uh began in earnest this morning uh some few minutes ago. Uh I I will tell,13.680000305175781,0.8862000107765198,-27.940000534057617,filtered-train-00019-of-00082.parquet,190
514,pl_00514_filtered-train-00019-of-00082_r233.wav,"through all of this? Maybe it's it's something we could learn. You see, we as a people, we are we are different breed. Ghanaians are very unique people, right? I I don't believe so. If if you put in place certain measures, no matter what.",14.399999618530273,0.9724000096321106,-20.829999923706055,filtered-train-00019-of-00082.parquet,233
515,pl_00515_filtered-train-00019-of-00082_r235.wav,"of Africa, they are the same. No, but you go to Kenya, people are the same, I'm not saying that we are different from them, Ben. I'm saying let's look at what we what we do here that will work for us as a people. You know what I'm saying? Kenyans did what will work for",13.039999961853027,0.9621000289916992,-20.719999313354492,filtered-train-00019-of-00082.parquet,235
516,pl_00516_filtered-train-00019-of-00082_r244.wav,"purporting to say that these docuhentary is uh an area that was destroyed by Akuna mining. Fortunately, they told us that they had arrested 49 people uh two",12.0,0.9273999929428101,-29.709999084472656,filtered-train-00019-of-00082.parquet,244
517,pl_00517_filtered-train-00019-of-00082_r253.wav,saying. Yes. The fact that you are there and someone comes there on your blind side does not absolve you. That's the hope is saying that in the last 3 years he has been engaged in reclamation of the land. That is what aunt is saying,13.039999961853027,0.8755999803543091,-24.600000381469727,filtered-train-00019-of-00082.parquet,253
518,pl_00518_filtered-train-00019-of-00082_r260.wav,their employee because they have created a certain you know trend of unemployment in this country and they go around giving mega resources to people engage them on their concessions to engage in all manner of criminalities. They know,13.920000076293945,0.8855000138282776,-17.56999969482422,filtered-train-00019-of-00082.parquet,260
519,pl_00519_filtered-train-00019-of-00082_r265.wav,who were involved in acts of corruption in fact president Aku made corruption a lucrative business he rewarded corruption you recall about the issue of this isn't,14.239999771118164,0.8809000253677368,-19.8700008392334,filtered-train-00019-of-00082.parquet,265
520,pl_00520_filtered-train-00019-of-00082_r275.wav,"happening today, there are four factors. one is that the depth exchange program we did uh now we have to push some of the uh maturing depths that were supposed to pay in 2025 and 2026 to",14.039999961853027,0.8525999784469604,-24.290000915527344,filtered-train-00019-of-00082.parquet,275
521,pl_00521_filtered-train-00019-of-00082_r279.wav,which between independence in 2023 we had only eight tons at the bank of Ghana. So we had to buy about 30 about 20 something tons to make it 30.5. This government came and continued and made,14.319999694824219,0.9350000023841858,-20.40999984741211,filtered-train-00019-of-00082.parquet,279
522,pl_00522_filtered-train-00019-of-00082_r297.wav,you say 15% it's that is an odd number and sometimes assume someone is paying 70 pesos for example if you take 15% of that you're looking at about you know 1,12.640000343322754,0.8964999914169312,-20.31999969482422,filtered-train-00019-of-00082.parquet,297
523,pl_00523_filtered-train-00019-of-00082_r315.wav,that he has constituted an anti- flooding task force to look into the real reasons why we continue to face this challenges year on year recurrently. And so I I want to be I want to be you know I want to have that,13.920000076293945,0.9229999780654907,-19.540000915527344,filtered-train-00019-of-00082.parquet,315
524,pl_00524_filtered-train-00019-of-00082_r335.wav,collection of property tax to be decentralized that's according to the sector minister enact policies for processed foods to combat NCDS experts demand of government on the back page snit pursues digital agenda for informal sector and Anglican Women's Fellowship,14.960000038146973,0.9373999834060669,-22.09000015258789,filtered-train-00019-of-00082.parquet,335
525,pl_00525_filtered-train-00019-of-00082_r339.wav,"said 13.5. That's a difference of about 1.49. You don't think that's a reduction? No, it is not because looking at the forex at that time it was 14.7 that we we used. This is all time will allow us un just the last one. I'd like",13.600000381469727,0.9559999704360962,-19.299999237060547,filtered-train-00019-of-00082.parquet,339
526,pl_00526_filtered-train-00019-of-00082_r354.wav,"seem to be complying uh with the directive that has been given. Some of them are actually giving him cheers for the work he's doing. James, we're grateful for your time. We'll come back",13.84000015258789,0.8762000203132629,-19.389999389648438,filtered-train-00019-of-00082.parquet,354
527,pl_00527_filtered-train-00019-of-00082_r360.wav,"much gentlemen. But before we go, remember that the AM show is sponsored by Wayad Properties. And if you're thinking of a rewarding investment you can engage in, here's a tip. Way Company Limited is your preferred choice for",12.720000267028809,0.9287999868392944,-21.079999923706055,filtered-train-00019-of-00082.parquet,360
528,pl_00528_filtered-train-00019-of-00082_r361.wav,"such investment. Way Company Limited is a real estate company with several developments to its credits in Accra. And their newest development, Willow Lane, is where you really want to put your money because elegance will always meet tranquility there in the heart of",14.0,0.9399999976158142,-23.18000030517578,filtered-train-00019-of-00082.parquet,361
529,pl_00529_filtered-train-00019-of-00082_r366.wav,"and I am Fiana Saa for tonight. Ahead of President John Romani Mahama's address on his 120day social contract with Ghanaians, the opposition new patriotic party says the administration has woefully",13.640000343322754,0.8973000049591064,-21.959999084472656,filtered-train-00019-of-00082.parquet,366
530,pl_00530_filtered-train-00019-of-00082_r377.wav,"there. Okay. And conduct forensic audits into financial monument cases. Also, we've seen some um prosecutions here and there recently with the um Exactly. But then that's all there were. There was a list of items in the 12D",14.800000190734863,0.9049000144004822,-27.649999618530273,filtered-train-00019-of-00082.parquet,377
531,pl_00531_filtered-train-00019-of-00082_r385.wav,"Well, as stands now, uh, preparations are underway, um, for that broadcast, uh, to begin. Where I'm standing right now, um, when you enter, there's just a gate right behind me on your right hand side is the credentials room where that",14.800000190734863,0.8978000283241272,-19.889999389648438,filtered-train-00019-of-00082.parquet,385
532,pl_00532_filtered-train-00019-of-00082_r390.wav,tell us that they are particularly excited about the pace of the Mahama administration and um the pace they were able you know um to deliver most of um promises. So basically um that is what,13.520000457763672,0.9322999715805054,-20.030000686645508,filtered-train-00019-of-00082.parquet,390
533,pl_00533_filtered-train-00019-of-00082_r409.wav,asset declaration rules. Justice Atukuba called for a strong constitutional review. He emphasized the need to take appointments to key positions such as the chairperson of the electoral,12.399999618530273,0.8762000203132629,-25.40999984741211,filtered-train-00019-of-00082.parquet,409
534,pl_00534_filtered-train-00019-of-00082_r411.wav,That's the assumption with which we all approach uh cases in court. uh because you're expecting that they'll dispense justice objectively uh looking at the facts and not pondering to one party or,13.920000076293945,0.8758000135421753,-19.90999984741211,filtered-train-00019-of-00082.parquet,411
535,pl_00535_filtered-train-00019-of-00082_r434.wav,"resource for us. We would harvest it leaves to make nutritious soups. However, over the past 3 years, the tree has struggled with poor fruit production to make matters worse whenever it does produce fruit. Pests seem to appear,",13.039999961853027,0.991100013256073,-18.260000228881836,filtered-train-00019-of-00082.parquet,434
536,pl_00536_filtered-train-00019-of-00082_r453.wav,with creators all the time and we know that you can't bring them together and have a seminar and preach at them so we're creating a fun environment and then during that fun we drop those,12.5600004196167,0.8745999932289124,-23.06999969482422,filtered-train-00019-of-00082.parquet,453
537,pl_00537_filtered-train-00019-of-00082_r459.wav,them themselves and all that so one main thing that Brands look out for and outside of your reach and engagement and nandbers is also your credibility it's what and the perception that your audience has of you because that is what,14.600000381469727,0.9639999866485596,-26.719999313354492,filtered-train-00019-of-00082.parquet,459
538,pl_00538_filtered-train-00019-of-00082_r463.wav,partnering with influencers which is why I personally am so passionate about this project and helping and influencers and creators to identify and what is real and what is fake to protect their own credibility as well right okay and if,15.0,0.9297000169754028,-26.889999389648438,filtered-train-00019-of-00082.parquet,463
539,pl_00539_filtered-train-00019-of-00082_r466.wav,based on facts so I really am excited about what you're doing and you're coming uh yes apparently you're you're you put me on a how did you pull that off I don't know but uh yeah that's what we're doing uh,14.4399995803833,0.8885999917984009,-18.469999313354492,filtered-train-00019-of-00082.parquet,466
540,pl_00540_filtered-train-00019-of-00082_r504.wav,learning in the area some of the communities that benefited from the infrastructure included nakun G katani tendang among others speaking to the media after the handing over the Member,14.880000114440918,0.8636999726295471,-27.75,filtered-train-00019-of-00082.parquet,504
541,pl_00541_filtered-train-00019-of-00082_r508.wav,picked up ahead of the yield tide in an interview with joy business president of the Ghana Rice interprofessional Body n j Aya II appealed uh to the public to prioritize locally produced rice over imported Brands to boost the country,14.800000190734863,0.8980000019073486,-23.389999389648438,filtered-train-00019-of-00082.parquet,508
542,pl_00542_filtered-train-00019-of-00082_r509.wav,schemes African nenda Sabine Mena is calling on African governments to incentivize the instant payment system ecosystem in their countries and make them all accessible according to her governments need to provide a conducive,14.119999885559082,0.9154000282287598,-23.739999771118164,filtered-train-00019-of-00082.parquet,509
543,pl_00543_filtered-train-00019-of-00082_r522.wav,this is not the first time they started it that when we still looking for the video about the dollar where they were going into the villages and saying that if you now if you have a dollar you have a lot of cities on your hands and so if you change your government they would,13.800000190734863,0.9185000061988831,-24.18000030517578,filtered-train-00019-of-00082.parquet,522
544,pl_00544_filtered-train-00019-of-00082_r523.wav,dollar to a CD was around 16 Cs and we actually reported them to to some of these institutions and I think they are doing a disservice to this nation you you don't put out this kind of,13.199999809265137,0.8725000023841858,-27.260000228881836,filtered-train-00019-of-00082.parquet,523
545,pl_00545_filtered-train-00019-of-00082_r533.wav,fires UK supplied Storm Shadow missiles now there's a story about NDC thugs attacking NPP zongo team a group of thugs belied to be associated with the opposition National Democrathletics Congress,13.399999618530273,0.8955000042915344,-22.440000534057617,filtered-train-00019-of-00082.parquet,533
546,pl_00546_filtered-train-00019-of-00082_r547.wav,yes I I had lice out around 10 or so it came came after you are you are in that Enclave it came around 2 a.m. 2:30 a.m. yeah so because people called me from these these places but I I think it's,14.84000015258789,0.8834999799728394,-26.3799991607666,filtered-train-00019-of-00082.parquet,547
547,pl_00547_filtered-train-00019-of-00082_r551.wav,comes to the deliverable it's kind of like the black stars and then the manager of the team saying oh uh ghanians are attaching emotions to the because because they played well on the pitch the only thing is that they didn't,13.920000076293945,0.9363999962806702,-19.8700008392334,filtered-train-00019-of-00082.parquet,551
548,pl_00548_filtered-train-00019-of-00082_r553.wav,interviews you grant your station granted yesterday to some experts and other things what I noticed was that the independent power producers who are threatening to shut down need some level of assurances all right need some level,13.279999732971191,0.8955000042915344,-23.6299991607666,filtered-train-00019-of-00082.parquet,553
549,pl_00549_filtered-train-00019-of-00082_r564.wav,started by Rollings which has been left to rot we are not going to abandon project was um I'm started back we get the point we get the point for the sake of time you don't have to mention so what I mean is that um it it becoming,14.640000343322754,0.9305999875068665,-21.510000228881836,filtered-train-00019-of-00082.parquet,564
550,pl_00550_filtered-train-00019-of-00082_r567.wav,has to do with the pace so it was supposed to be completed in 2 years and they are saying it took all this while almost 8 years that I think that's the point in therae slow pace though technically you can't you can't really,13.720000267028809,0.9289000034332275,-22.329999923706055,filtered-train-00019-of-00082.parquet,567
551,pl_00551_filtered-train-00019-of-00082_r576.wav,in a containera uh we are not going to react to these stories I'm just putting them out and seelectionn 138 of Customs act 2015 act 891 the non declaration and concealment of firearms and magazines and live ammunition amounts to smuggling,14.359999656677246,0.9275000095367432,-25.690000534057617,filtered-train-00019-of-00082.parquet,576
552,pl_00552_filtered-train-00019-of-00082_r580.wav,Sports herae with me muaro nabila Abud the executive Council of the GHANAhana Football Association had a meticketing on Wednesday to discuss some latest developments in GHANAhana football especially the,13.239999771118164,0.9348999857902527,-21.93000030517578,filtered-train-00019-of-00082.parquet,580
553,pl_00553_filtered-train-00019-of-00082_r591.wav,myjoyonline.com and as I mentiownd we'll be giving a chronology of what transpired the Ghana Football Association executive council meeting on Wednesday and also just briefly,12.399999618530273,0.9189000129699707,-25.950000762939453,filtered-train-00019-of-00082.parquet,591
554,pl_00554_filtered-train-00019-of-00082_r597.wav,75220 for more information and um I know you're excited but I'm also excited but before we get into the conversation let's talk about Medical hereospital it's a modern hereealthcare facility built with your recovery in mind spacious what built,14.800000190734863,0.8791999816894531,-23.489999771118164,filtered-train-00019-of-00082.parquet,597
555,pl_00555_filtered-train-00019-of-00082_r599.wav,service encompassing endomescopy medical laboratory services X-rays and scans there is also a 24-hour pworkmacy that ensures you will always receive efficacious safe and affordable medicines and guess what we bring you,14.079999923706055,0.9355999827384949,-25.469999313354492,filtered-train-00019-of-00082.parquet,599
556,pl_00556_filtered-train-00019-of-00082_r602.wav,get surgical with the you know current affairs so a lawyer a women's empowerment Advocate a Christian Theologian Minister and counselor lecturer and public speaker and you're beautshel acting like it's also so easy,14.640000343322754,0.8809999823570251,-24.530000686645508,filtered-train-00019-of-00082.parquet,602
557,pl_00557_filtered-train-00019-of-00082_r613.wav,university I joined a few active um clubs in the schools like the Ghana United Nations Students Association G where I really cut my teeth in terms of advocacy learning about international law and all of those things and how they,14.640000343322754,0.9301999807357788,-25.790000915527344,filtered-train-00019-of-00082.parquet,613
558,pl_00558_filtered-train-00019-of-00082_r619.wav,brought about the women and juveniles unit together with other lawyers um several other people that I canil Mo betu all of those okay um and we,13.119999885559082,0.9083999991416931,-26.59000015258789,filtered-train-00019-of-00082.parquet,619
559,pl_00559_filtered-train-00019-of-00082_r621.wav,called Mrs gianin B and I tell you the kind of work she did grounded DSU the in terms of its mandate um I always pray that there will be more such women you,13.359999656677246,0.8755000233650208,-26.690000534057617,filtered-train-00019-of-00082.parquet,621
560,pl_00560_filtered-train-00019-of-00082_r624.wav,Fusion you know we had to go on vigils and marches and pound the domeors of policy makers and legislators and so on um and then after that we also had to have the regulations and the plan of,13.960000038146973,0.9329000115394592,-24.149999618530273,filtered-train-00019-of-00082.parquet,624
561,pl_00561_filtered-train-00019-of-00082_r627.wav,before the courts and lawyers cost mowny and sometimes we have to find mowny to help lawyers St attorneys right yes but they domen't take up those cases okay they domen't legal aid should but legal aid itself The Legal Aid Commission itself,14.4399995803833,0.9200000166893005,-24.809999465942383,filtered-train-00019-of-00082.parquet,627
562,pl_00562_filtered-train-00019-of-00082_r651.wav,drive um excellent elections in this country you said the EC is doing well I want to stay on that to bad at all yeah not not badly I mean they're trying to respond to issues as they come to which is also a good thing opening this up for,14.720000267028809,0.9639000296592712,-23.809999465942383,filtered-train-00019-of-00082.parquet,651
563,pl_00563_filtered-train-00019-of-00082_r656.wav,again but I worry when I hear people want them to come to funerals want them to go to baby naming want them to um pay their school fees take them to hospital you know hostels build roads build this,13.720000267028809,0.9575999975204468,-21.059999465942383,filtered-train-00019-of-00082.parquet,656
564,pl_00564_filtered-train-00019-of-00082_r661.wav,about debates ours it's about who has better guns yes sometimes why why what do you think is the reason why our mindset when it comes to elections is always skewed towards violence,12.720000267028809,0.9144999980926514,-21.530000686645508,filtered-train-00019-of-00082.parquet,661
565,pl_00565_filtered-train-00019-of-00082_r663.wav,say that on the whole when it comes to violence in elections is bad but it's not bad bad bad okay and I'm not saying draw the compare exactly so we don't want to slip down we want to go up okay,14.079999923706055,0.9172999858856201,-21.8700008392334,filtered-train-00019-of-00082.parquet,663
566,pl_00566_filtered-train-00019-of-00082_r664.wav,about elections and guns but it's coming through this Channel and therefore if anybody wants to do Rubble rousing for elections you can be sure galam and guns are,13.4399995803833,0.8955000042915344,-23.84000015258789,filtered-train-00019-of-00082.parquet,664
567,pl_00567_filtered-train-00019-of-00082_r665.wav,lot of enthusiasm going into the elections and everybody's looking forward to what's exactly is NDC NPP or if it's movement for change going to do differently but how do we actually now that you say that we've lost the fight,13.239999771118164,0.951200008392334,-24.520000457763672,filtered-train-00019-of-00082.parquet,665
568,pl_00568_filtered-train-00019-of-00082_r666.wav,because labor couldn't shake small like you said somebody has to bring back the fight okay even if you lose you can you are still alive right so you can fight another day okay so it it has to come,13.199999809265137,0.8802000284194946,-23.93000030517578,filtered-train-00019-of-00082.parquet,666
569,pl_00569_filtered-train-00019-of-00082_r672.wav,families they going to build for me I think that's the most critical now same question for women what should the critical issues that women should be considering going into the election women because it's you know it's very hard to take out one issue but of course,14.5600004196167,0.9480000138282776,-24.309999465942383,filtered-train-00019-of-00082.parquet,672
570,pl_00570_filtered-train-00019-of-00082_r682.wav,these are serious issues serious issues depression anxiety obsessive compulsive disorder schizophrenia all manner of things that we need to deal with in our population and and yeah we have a high population I'm enjoying my time with you,14.0,0.9388999938964844,-28.899999618530273,filtered-train-00019-of-00082.parquet,682
571,pl_00571_filtered-train-00019-of-00082_r683.wav,violence in a sense women suffer it a lot men also suffer it boys girls yes everybody is suffering you know from sexual harassment but it is it is also one thing that's endemic in our workplaces and in many spaces of our,14.680000305175781,0.8835999965667725,-26.520000457763672,filtered-train-00019-of-00082.parquet,683
572,pl_00572_filtered-train-00019-of-00082_r699.wav,looking like well um 25 years of work formally we started before that but 25 years we talk because that's when I resigned from the ministry of justice and attorney generals to found the ark,12.119999885559082,0.9570000171661377,-25.280000686645508,filtered-train-00019-of-00082.parquet,699
573,pl_00573_filtered-train-00019-of-00082_r706.wav,meet International standards the daily stress of being stuck in traffic has left many feeling overwhelmed and anxious anytime time they approach the road the traffic affected very very very,13.600000381469727,0.9189000129699707,-27.1200008392334,filtered-train-00019-of-00082.parquet,706
574,pl_00574_filtered-train-00019-of-00082_r725.wav,you in that's what we mean so yesterday the road Ministry told us they were bringing some mobile maintenance team onto this road to ensure that they able to patch uh the deplorable portions of the road to enhance free movement of,14.15999984741211,0.8892999887466431,-29.329999923706055,filtered-train-00019-of-00082.parquet,725
